oid,description
.1.3.6.1.2.1.4.21.1.9.127.0.0.1,The routing mechanism via which this route was learned Inclusion of values for gateway routing protocols is not intended to imply that hosts should support those protocols
.1.3.6.1.2.1.4.21.1.9.192.168.1.0,The routing mechanism via which this route was learned Inclusion of values for gateway routing protocols is not intended to imply that hosts should support those protocols
.1.3.6.1.2.1.4.21.1.10.127.0.0.1,The number of seconds since this route was last updated or otherwise determined to be correct Note that no semantics of too old can be implied except through knowledge of the routing protocol by which the route was learned
.1.3.6.1.2.1.4.21.1.10.192.168.1.0,The number of seconds since this route was last updated or otherwise determined to be correct Note that no semantics of too old can be implied except through knowledge of the routing protocol by which the route was learned
.1.3.6.1.2.1.4.21.1.11.127.0.0.1,Indicate the mask to be logicalANDed with the destination address before being compared to the value in the ipRouteDest field For those systems that do not support arbitrary subnet masks an agent constructs the value of the ipRouteMask by determining whether the value of the correspondent ipRouteDest field belong to a classA B or C network and then using one of mask network 255000 classA 25525500 classB 2552552550 classC If the value of the ipRouteDest is 0000 a default route then the mask value is also 0000 It should be noted that all IP routing subsystems implicitly use this mechanism
.1.3.6.1.2.1.4.21.1.11.192.168.1.0,Indicate the mask to be logicalANDed with the destination address before being compared to the value in the ipRouteDest field For those systems that do not support arbitrary subnet masks an agent constructs the value of the ipRouteMask by determining whether the value of the correspondent ipRouteDest field belong to a classA B or C network and then using one of mask network 255000 classA 25525500 classB 2552552550 classC If the value of the ipRouteDest is 0000 a default route then the mask value is also 0000 It should be noted that all IP routing subsystems implicitly use this mechanism
.1.3.6.1.2.1.4.21.1.12.127.0.0.1,An alternate routing metric for this route The semantics of this metric are determined by the routingprotocol specified in the routes ipRouteProto value If this metric is not used its value should be set to 1
.1.3.6.1.2.1.4.21.1.12.192.168.1.0,An alternate routing metric for this route The semantics of this metric are determined by the routingprotocol specified in the routes ipRouteProto value If this metric is not used its value should be set to 1
.1.3.6.1.2.1.4.21.1.13.127.0.0.1,A reference to MIB definitions specific to the particular routing protocol which is responsible for this route as determined by the value specified in the routes ipRouteProto value If this information is not present its value should be set to the OBJECT IDENTIFIER 0 0 which is a syntatically valid object identifier and any conformant implementation of ASN1 and BER must be able to generate and recognize this value
.1.3.6.1.2.1.4.21.1.13.192.168.1.0,A reference to MIB definitions specific to the particular routing protocol which is responsible for this route as determined by the value specified in the routes ipRouteProto value If this information is not present its value should be set to the OBJECT IDENTIFIER 0 0 which is a syntatically valid object identifier and any conformant implementation of ASN1 and BER must be able to generate and recognize this value
.1.3.6.1.2.1.4.22.1.1.2.192.168.1.1,The interface on which this entrys equivalence is effective The interface identified by a particular value of this index is the same interface as identified by the same value of ifIndex
.1.3.6.1.2.1.4.22.1.1.2.192.168.1.150,The interface on which this entrys equivalence is effective The interface identified by a particular value of this index is the same interface as identified by the same value of ifIndex
.1.3.6.1.2.1.4.22.1.1.2.192.168.1.170,The interface on which this entrys equivalence is effective The interface identified by a particular value of this index is the same interface as identified by the same value of ifIndex
.1.3.6.1.2.1.4.22.1.2.2.192.168.1.1,The mediadependent physical address
.1.3.6.1.2.1.4.22.1.2.2.192.168.1.150,The mediadependent physical address
.1.3.6.1.2.1.4.22.1.2.2.192.168.1.170,The mediadependent physical address
.1.3.6.1.2.1.4.22.1.3.2.192.168.1.1,The IpAddress corresponding to the media dependent physical address
.1.3.6.1.2.1.4.22.1.3.2.192.168.1.150,The IpAddress corresponding to the media dependent physical address
.1.3.6.1.2.1.4.22.1.3.2.192.168.1.170,The IpAddress corresponding to the media dependent physical address
.1.3.6.1.2.1.4.22.1.4.2.192.168.1.1,The type of mapping Setting this object to the value invalid2 has the effect of invalidating the corresponding entry in the ipNetToMediaTable That is it effectively dissasociates the interface identified with said entry from the mapping identified with said entry It is an implementationspecific matter as to whether the agent removes an invalidated entry from the table Accordingly management stations must be prepared to receive tabular information from agents that corresponds to entries not currently in use Proper interpretation of such entries requires examination of the relevant ipNetToMediaType object
